crop,location,demand_kg,modal_price,previous_demand,month,quantity_kg,production_cost_per_kg,selling_price_per_kg,transport_cost,other_cost,profit
Brinjal,Rajahmundry,1.0,36.0,12.0,9,651,23.747535214137766,33.49836031389826,779.6508364869903,551.5379174385306,5016.598386018562
Brinjal,Rajahmundry,1.0,36.0,12.0,9,593,26.831543551598365,34.38496931257934,677.6944288662677,290.6151285635583,3510.8719188318937
Brinjal,Rajahmundry,1.0,36.0,12.0,9,174,25.083905859846077,34.41356408631658,2093.1197424854054,448.663527457704,-918.4227385372415
Brinjal,Rajahmundry,1.0,36.0,12.0,9,133,22.18512242717057,35.290226796133425,2125.4319681558436,244.49489023242225,-626.9479773162066
Brinjal,Rajahmundry,1.0,36.0,12.0,9,1997,17.71220021753285,32.49852337896924,886.2964654159408,612.5292049213436,28029.46168305118
Brinjal,Rajahmundry,1.0,36.0,12.0,9,709,22.685582092683457,35.38826405673304,685.8168129715891,740.0883621474718,7580.296337392094
Brinjal,Rajahmundry,1.0,36.0,12.0,9,1021,20.567320216729463,36.15056191486275,1228.4793310115122,347.7099635928746,14334.3004791897
Brinjal,Rajahmundry,1.0,36.0,12.0,9,1945,24.170763057404802,31.19615040906091,1626.934640826054,271.7443767769247,11765.699381368155
Brinjal,Rajahmundry,1.0,36.0,12.0,9,248,25.240453099592717,33.747792453772156,2314.130090042211,605.073002785334,-809.3829329910441
Brinjal,Rajahmundry,1.0,36.0,12.0,9,843,22.31717011520649,34.02756289583352,1760.0765637978259,755.7808175273306,7356.003732743429
Brinjal,Rajahmundry,1.0,36.0,12.0,9,168,21.424553372870058,32.543360801223805,1487.6541135980256,213.40971452410923,166.89581984129472
Brinjal,Rajahmundry,1.0,36.0,12.0,9,1367,16.755398785629904,34.1738369798489,1613.0542676171563,333.97072357187255,21863.980020308336
Brinjal,Rajahmundry,1.0,36.0,12.0,9,253,21.321762933963992,33.079562870718476,1073.3883544952814,388.9554854247266,1512.3795440788772
Brinjal,Rajahmundry,1.0,36.0,12.0,9,160,23.634745881419548,33.73075683794698,842.0844731260349,673.3716223719398,99.90565754641466
Brinjal,Rajahmundry,1.0,36.0,12.0,9,1352,16.225265418758404,37.56743559509103,311.5584008284468,172.1656222096214,28370.89005536364
Brinjal,Rajahmundry,1.0,36.0,12.0,9,1736,17.18908639192765,37.204657743328156,601.0009880217151,765.1661476745617,33380.864730335
Brinjal,Rajahmundry,1.0,36.0,12.0,9,1946,21.83004720806655,31.22427752540772,2407.975744608647,630.874689761977,15242.3217631753
Brinjal,Rajahmundry,1.0,36.0,12.0,9,760,24.397587131819577,35.813543970766595,1701.909475536871,786.4037601259918,6187.81396193687
Brinjal,Rajahmundry,1.0,36.0,12.0,9,565,21.485789607345918,32.19270798110114,2472.8696175926234,760.8415377806293,2815.697725798447
Brinjal,Rajahmundry,1.0,36.0,12.0,9,146,16.67698672726908,34.8354990501835,2498.5776990448367,489.06460700602577,-336.4995069053575
Brinjal,Rajahmundry,1.0,36.0,12.0,9,1209,26.087273613950853,30.84441104581775,1834.3245879430478,308.1443051607855,3608.9102620232443
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,787,23.260061105960897,44.84892153341292,2049.752043510014,621.5451836841543,14319.13592921057
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,471,33.76151133890501,43.863364543135255,2123.6140431314902,125.90534430084483,2508.453471760109
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1282,26.851640392185203,46.18250106243374,1358.3361444569903,719.4988495662967,22704.328385235334
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1294,26.494199478260153,47.757761006676105,443.7839497576732,320.7032364814272,26750.56143153114
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,596,29.352981461483342,47.151889680773195,1923.282687194355,464.11767691511227,8220.748934587285
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,592,30.468429909825186,43.036410957634885,353.68171942438363,709.0692117306509,6377.493849148304
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,513,21.60342033949274,42.580539931936535,1144.7205578233966,752.812936597677,8863.728856502594
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1162,21.736590244250372,41.305764825381395,494.7955033499599,126.3177412443826,22118.267618679907
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,847,30.63607867034453,49.18730029618885,2464.9836322384494,637.7913897051627,12610.109695146526
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1020,26.443734679129278,45.816184239691424,1910.9979758062193,102.34245343008546,17746.558122537084
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1552,26.706559070027183,43.55749431987918,951.8778650031782,263.52542573493696,24937.248217032196
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1788,25.59262529803354,49.539255379752326,399.221489884711,176.62731907538063,42240.7257771531
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1467,23.391900825074732,49.981590696570485,2055.576508715443,281.28785612126956,36670.210676647555
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1503,27.61316317130297,49.23953575259678,2378.4104490411028,427.1810578749088,29698.84648276859
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1968,35.84426270131237,47.93618709977879,442.97010086236685,381.10616549784123,22972.830949821728
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1984,30.954911745490108,46.634273230837046,1427.914724236319,261.46886820243105,29418.469594489572
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,325,27.130904805473996,41.15262659929549,2405.9945785633163,678.3439870557761,1472.7210173728927
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1640,22.43293454251291,50.10338524935179,2244.3289469195365,749.426598236649,42385.78361405957
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1876,24.104091588760618,44.60392338146552,1968.1246465490008,587.2144326376546,35902.345363927736
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,315,34.52308053186533,45.24845518286995,1670.462242457261,623.51012286456,1084.5206497446325
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1212,30.138335061720525,46.36882759524299,501.2710422750607,714.2226038412663,18455.86330451291
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1446,25.530614997930936,45.37609755197154,397.6286597731209,696.5354733429054,27602.403640026692
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,269,33.25703147603824,47.09032301413461,1511.8862153401064,160.89073193798708,2048.3784764698303
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1083,25.238146953036747,40.84878854225305,1830.5714442694505,134.14850717122115,14941.604889680584
Cauliflower,Visakhapatnam,6.0,48.0,8.0,3,1013,22.767065509070132,42.91375873871819,1803.169280051111,153.29160164321013,18452.139359939152
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,692,22.485845177844986,49.27590018371963,1435.3738449759567,734.5596036112061,16368.784615478085
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1446,26.608452593791583,47.308955064567016,1544.6103207907404,286.91978911859496,28101.396462831945
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1385,29.106148495397974,49.134343718894854,839.628170961736,210.13846179176818,26689.28375178967
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,915,31.8004268646965,48.83532795229125,1834.437215672424,576.0985402322103,13176.398739244563
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,290,31.665466627770062,42.61652678193606,2239.6016920947704,772.9207017294352,163.28505088393285
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,860,22.021160875697653,48.72784080542173,583.5137084415794,334.58319798139934,22049.647833139727
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1793,34.6852988534789,40.81075307020905,1523.5998170874655,629.6450626494543,8829.694530860252
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1647,21.691956552722406,43.55556607847916,1657.2392204266328,786.8303246191964,33565.29534387554
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,116,23.26815153763571,44.41627547507327,319.9592902359949,673.0755943498892,1460.1474921568729
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1107,23.140521199108203,48.105867864019466,1490.7864730874426,774.0944027012963,25371.757882268033
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1954,27.24697744481083,42.5231743048688,1958.1374349111422,652.164887309521,27239.38634233261
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1015,31.50555440113171,41.45123576740965,962.1198472829958,595.720462051697,8537.026277437413
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1017,31.803436866277863,45.34630932897685,427.42501322935624,152.2860924304978,13193.390188905018
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,309,34.15013000859422,50.14549410410301,2431.5312816285214,624.7562822200473,1886.2799416636462
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1350,30.159300372891053,44.48267769989397,444.37751806282847,675.0590631852086,18217.122810205896
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,978,28.636461941827186,48.19591121095481,1803.2498285343115,412.1318944637238,16913.759662208784
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1553,28.346967601467615,49.86531489559516,524.8259633261817,697.9468421230962,32195.220542330797
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1394,33.04525750199898,47.45934936750229,785.6931481352728,157.66673193108988,19149.884180445246
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1073,24.91277303565265,42.06081721353003,2209.719509571044,774.2656574080924,15415.866235883292
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1563,27.82562113501347,49.85871283360895,1223.400097237469,546.96816336486,32667.354064302403
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1897,32.5453547295086,45.04606811885674,986.294379089287,324.5199183066892,22403.039002197438
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1033,24.91134632483164,42.8458051586408,368.494982345925,556.1667777631195,17601.634215215818
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1647,29.70360412334471,45.32671161698412,1495.112172737908,211.47201679548513,24024.67385249072
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,1084,34.1081736185608,48.255329786800715,1996.0280582169144,691.3482596818213,12648.14096847333
Cauliflower,Visakhapatnam,8.0,48.0,6.0,9,298,30.617572631492383,42.05995082575092,371.5575948807542,744.5934934709808,2293.6776135373075
Chilli,Chittoor,5.0,65.0,7.0,8,998,32.86644805619476,61.25726477995359,302.71003736613693,518.8290855856989,27512.49596735947
Chilli,Chittoor,5.0,65.0,7.0,8,1359,34.077029134265814,62.50936474358157,796.1883133762179,212.57782835473304,37630.77795132917
Chilli,Chittoor,5.0,65.0,7.0,8,825,40.59844233733078,58.74691425765627,2054.630021401814,317.2533712465016,12600.605941620219
Chilli,Chittoor,5.0,65.0,7.0,8,1840,32.166822532017534,61.28978175626553,1797.0045779905156,376.8815587159781,51412.35883590983
Chilli,Chittoor,5.0,65.0,7.0,8,1618,40.950400688326425,59.041613523220946,1828.9601494783935,702.0856780324432,26740.536539348497
Chilli,Chittoor,5.0,65.0,7.0,8,201,46.95246373320048,64.66570900564336,1948.155606022823,202.14545182460182,1410.061241913596
Chilli,Chittoor,5.0,65.0,7.0,8,687,48.48992056870935,57.10244205771967,1397.5539375929834,532.7090140226834,3986.539311334418
Chilli,Chittoor,5.0,65.0,7.0,8,1783,35.99732306907437,65.33546156530842,2370.72250931125,150.69139050243905,49788.48703897162
Chilli,Chittoor,5.0,65.0,7.0,8,324,30.96339673332425,59.80815010571935,373.04683934100643,155.00494800851453,8817.648305306491
Chilli,Chittoor,5.0,65.0,7.0,8,1017,35.53084669327704,67.95706302209223,741.8899976970472,585.2357585758766,31650.33625013211
Chilli,Chittoor,5.0,65.0,7.0,8,242,33.152929762773795,57.427273569367905,530.0492487356805,545.5011746805457,4798.840777779547
Chilli,Chittoor,5.0,65.0,7.0,8,734,29.86592982410002,67.42075920116797,414.3368240332393,478.9074347107493,26672.000504023883
Chilli,Chittoor,5.0,65.0,7.0,8,1493,47.48643539833947,67.5655560142035,1675.6702524706852,648.3959081591303,27654.060918855175
Chilli,Chittoor,5.0,65.0,7.0,8,210,45.13908971805699,56.291493003000774,2268.5966433331605,483.3146633076154,-409.906616802582
Chilli,Chittoor,5.0,65.0,7.0,8,1437,44.53473479166781,61.501749808836806,389.65903340344005,214.79963669264805,23777.141909575766
Chilli,Chittoor,5.0,65.0,7.0,8,113,30.841784649596498,56.034577091877324,843.6271148223221,211.68127607923185,1791.4771550761798
Chilli,Chittoor,5.0,65.0,7.0,8,1424,41.256969427873734,59.527226691590606,1334.4017039326632,620.995345916469,24061.44929368369
Chilli,Chittoor,5.0,65.0,7.0,8,1856,44.64912088927834,63.813201081511394,1396.0305761969057,488.75448565634184,33683.74777493128
Chilli,Chittoor,5.0,65.0,7.0,8,1013,41.98862887512794,59.57009012961642,1493.4529985826084,445.2937927486597,15871.27345946557
Chilli,Chittoor,5.0,65.0,7.0,8,1023,33.14107779311833,64.09296715160679,458.8364997541869,121.45675154406425,31083.48956243544
Chilli,Chittoor,5.0,65.0,7.0,8,452,45.638821922400204,57.514513375517296,2413.7172132713495,391.13515630285855,2562.96016723472
Chilli,Chittoor,5.0,65.0,7.0,8,123,37.54712002173747,59.74715490311052,1116.285278566126,791.3546946152405,822.9643172275191
Chilli,Chittoor,5.0,65.0,7.0,8,251,39.844360205584124,61.931946281513426,1593.7284317981744,120.5761120295551,3829.679561230525
Chilli,Chittoor,5.0,65.0,7.0,8,965,38.740044357781706,66.60450209506159,2281.544100824769,395.2046488114188,24212.4529668389
Chilli,Chittoor,5.0,65.0,7.0,8,854,40.80083140757056,67.11072349301699,763.4568158124664,536.076608494438,21169.114416664343
Chilli,Chittoor,8.0,65.0,5.0,9,1675,45.551962243733584,58.31529722146973,2007.2004554779448,383.71712816002037,18987.668504070083
Chilli,Chittoor,8.0,65.0,5.0,9,577,32.75382062296972,58.33806322401041,2437.069206891607,226.68386689664283,12098.354907012228
Chilli,Chittoor,8.0,65.0,5.0,9,936,30.59808933063908,60.93315005461874,514.2654636178148,383.51455935622505,27495.836814670925
Chilli,Chittoor,8.0,65.0,5.0,9,113,39.28893840162896,59.920033802196954,1604.4918731568403,214.46671080951592,512.3551962978272
Chilli,Chittoor,8.0,65.0,5.0,9,990,35.336887105580715,60.437597299782446,2187.569758629953,106.32128289068518,22555.812050739085
Chilli,Chittoor,8.0,65.0,5.0,9,1572,44.332725950888715,56.95135758933854,2433.6062991727986,417.6526789685475,16985.229957501797
Chilli,Chittoor,8.0,65.0,5.0,9,1518,46.482338558384676,60.99631685917715,1027.9565985761783,414.14430168198214,20590.118160344806
Chilli,Chittoor,8.0,65.0,5.0,9,943,45.413225634710884,60.85153780760348,847.1713996927858,532.001490622821,13179.155488722106
Chilli,Chittoor,8.0,65.0,5.0,9,612,34.17429175047067,59.92025972291119,1134.5888978293324,523.8767103514181,14098.066790952846
Chilli,Chittoor,8.0,65.0,5.0,9,786,42.1941882886252,61.420201384747585,2157.1749877322336,663.9691070650372,12290.502198754926
Chilli,Chittoor,8.0,65.0,5.0,9,255,46.10221546464629,62.50582324472022,1487.7928469048675,123.93143615741073,2571.1957008565732
Chilli,Chittoor,8.0,65.0,5.0,9,433,30.36319369374164,62.155203864013416,2360.532523048915,127.54047846795675,11277.867402210806
Chilli,Chittoor,8.0,65.0,5.0,9,218,33.63167295096726,57.590135687145406,494.82228529113104,172.31626998681097,4555.806321208895
Chilli,Chittoor,8.0,65.0,5.0,9,790,30.060670751482647,57.17846161250716,2470.5862705094632,775.5830875052319,18176.885422194668
Chilli,Chittoor,8.0,65.0,5.0,9,1934,29.58890590861685,59.45069854191362,2440.815045754762,506.0785607868276,54805.813346254356
Chilli,Chittoor,8.0,65.0,5.0,9,1307,39.30412255729538,61.60500554333996,1767.1013666014296,197.75587832941903,27182.396817829416
Chilli,Chittoor,8.0,65.0,5.0,9,483,31.83793574947591,57.116050706512105,2367.603542239052,613.0292428389392,9228.69673917049
Chilli,Chittoor,8.0,65.0,5.0,9,1131,48.16328489909178,56.47070930526244,1779.7246600952778,410.6251535131998,7205.3471897705385
Chilli,Chittoor,8.0,65.0,5.0,9,616,48.03526323999778,58.56898482146961,1755.591170816523,785.0419011803713,3948.139422189757
Chilli,Chittoor,8.0,65.0,5.0,9,526,42.5733365516481,61.713271932109556,1659.2639284426705,708.2334891351028,7700.108592544955
Chilli,Chittoor,8.0,65.0,5.0,9,843,44.23612760821393,56.72042764799544,2050.1228177320872,743.074457895453,7731.067657908272
Chilli,Chittoor,8.0,65.0,5.0,9,1124,33.45566547175549,63.81551111302454,1166.5016924391487,555.8630839290445,32402.10172441823
Chilli,Chittoor,8.0,65.0,5.0,9,1725,36.04718651121843,57.320736788156466,1630.8986299191897,322.67808753268366,34743.29751026624
Chilli,Chittoor,8.0,65.0,5.0,9,1284,37.18470523409598,66.56979485438437,2021.2480649282015,496.91138269066744,35212.295624831415
Chilli,Chittoor,8.0,65.0,5.0,9,588,31.37763781943212,63.70665142129231,1983.4199020227263,747.9723816164983,16278.067714254565
Chilli,Chittoor,6.0,65.0,8.0,9,118,45.002995867854544,65.15970675209601,2055.190027488996,404.9083203690531,-81.60646351755531
Chilli,Chittoor,6.0,65.0,8.0,9,1454,36.575608911693664,59.10930056928365,1727.9642493476647,329.8668595195568,30706.15656126861
Chilli,Chittoor,6.0,65.0,8.0,9,1188,36.39599992999226,60.40024499092032,1830.0278547176968,371.99067088924204,26315.024606775587
Chilli,Chittoor,6.0,65.0,8.0,9,1596,40.88146676221572,62.34392955044115,1277.7227960526434,110.26693993238467,32866.10087402277
Chilli,Chittoor,6.0,65.0,8.0,9,1390,41.01724757093687,63.93676638121521,1662.878761221152,424.44583066040065,29770.806554405346
Chilli,Chittoor,6.0,65.0,8.0,9,1126,39.826091467104895,67.61922127565789,2163.768195019663,739.9655611660289,28391.330408244983
Chilli,Chittoor,6.0,65.0,8.0,9,1344,35.904332638710045,60.192543044216144,1177.410117973181,506.1206584591326,30959.824008567877
Chilli,Chittoor,6.0,65.0,8.0,9,1423,38.5455617633026,60.376749209638554,1508.7113245469973,622.8130012950759,28934.25541029399
Chilli,Chittoor,6.0,65.0,8.0,9,463,47.882712071121226,55.4870235747927,730.7115685038013,105.29401248469948,2684.7906452113893
Chilli,Chittoor,6.0,65.0,8.0,9,1938,30.639965266075695,67.660580390433,1740.324779148966,366.0521562560437,69639.57517559944
Chilli,Chittoor,6.0,65.0,8.0,9,423,47.471502522707524,59.821094934115244,523.1258225882764,440.110231430428,4260.641536006762
Chilli,Chittoor,6.0,65.0,8.0,9,1107,39.4501521293448,63.96124844994225,2345.1329303283765,472.58214933732813,24316.06854723567
Chilli,Chittoor,6.0,65.0,8.0,9,1771,35.32050013354207,63.18433918304194,1875.5314832910258,290.83680051347363,47180.49067285977
Chilli,Chittoor,6.0,65.0,8.0,9,743,45.301893304115374,62.04225352670954,571.0898391787653,701.5910552964124,11165.40675091229
Chilli,Chittoor,6.0,65.0,8.0,9,1162,39.490685981507674,64.46760140239162,535.1292308084364,497.11855374023247,27990.92793451847
Chilli,Chittoor,6.0,65.0,8.0,9,397,47.14617353884186,60.76885652755271,491.485717692849,671.0240504529967,4245.695378372358
Chilli,Chittoor,6.0,65.0,8.0,9,1295,30.096544390668974,63.4809678827223,2393.0873528546454,521.1282741024318,40318.612795251975
Chilli,Chittoor,6.0,65.0,8.0,9,1241,39.29591582150776,62.96600139860091,2046.2364708371358,552.6241393960021,26775.71559093945
Chilli,Chittoor,6.0,65.0,8.0,9,1083,37.26505516123074,66.16819693726737,2280.0508714756243,347.3949655119027,28674.656706460148
Chilli,Chittoor,6.0,65.0,8.0,9,1277,34.23507745728081,59.176786523852336,1910.307748688396,695.8219825969396,29244.432746726496
Chilli,Chittoor,6.0,65.0,8.0,9,1290,42.26722303618367,56.49195907985069,1672.4905142884606,416.2373751160604,16261.18160692593
Chilli,Chittoor,6.0,65.0,8.0,9,341,32.23318411615697,58.3080626024258,2212.3711742323158,431.0243759432275,6248.1380136421285
Chilli,Chittoor,6.0,65.0,8.0,9,760,31.116433832643153,55.55730161860237,1712.3373009751851,524.9658252621466,16337.756391091665
Chilli,Chittoor,6.0,65.0,8.0,9,1283,41.69023546966142,58.58949001939429,1690.4340692449207,140.91822987598772,19850.391288186365
Chilli,Chittoor,6.0,65.0,8.0,9,1020,48.5118176441903,57.023716783237525,1829.3180189047064,383.0231376730045,6469.7959652504505
Coriander,Chittoor,5.0,80.0,4.0,8,1497,46.6989819498535,79.5922696223779,334.8064018842814,338.76301713195437,48567.68222675279
Coriander,Chittoor,5.0,80.0,4.0,8,401,38.49863158521999,79.58942107405986,1572.4512174141,291.91246659186413,14613.04290101882
Coriander,Chittoor,5.0,80.0,4.0,8,1105,42.3574907336816,78.32463740041148,1610.6516020157046,380.8315398272879,37752.21392489351
Coriander,Chittoor,5.0,80.0,4.0,8,1476,41.43975365344771,73.679940893311,452.7324540414054,463.3418536357893,46670.44205836103
Coriander,Chittoor,5.0,80.0,4.0,8,1765,52.070462787215085,69.11890569135095,1708.3700924219654,289.80320555012935,28092.328427827713
Coriander,Chittoor,5.0,80.0,4.0,8,1835,51.62105685713266,76.52732458482136,1013.5342568538263,333.10133914073856,44356.36568431421
Coriander,Chittoor,5.0,80.0,4.0,8,1961,37.2561330188762,74.0556227757739,1098.4773980611824,796.83634349298,70268.48567172223
Coriander,Chittoor,5.0,80.0,4.0,8,1594,47.16493469480923,68.96227748161256,1537.0529949314016,770.3376991537662,32437.573708079333
Coriander,Chittoor,5.0,80.0,4.0,8,1968,51.2390410941848,80.07740511905357,675.0514639826185,386.63449710364273,55692.21443985547
Coriander,Chittoor,5.0,80.0,4.0,8,769,46.80890247019644,80.09861326232394,1064.6573533257606,565.4382071410525,23969.692038679226
Coriander,Chittoor,5.0,80.0,4.0,8,1079,47.39727704414925,74.12042048390413,563.6238044388219,781.9152400396109,27488.73272701707
Coriander,Chittoor,5.0,80.0,4.0,8,729,59.81960405180101,82.83201548678873,1487.9056866172311,689.4233060634949,14598.71894342533
Coriander,Chittoor,5.0,80.0,4.0,8,248,38.23029946510536,72.11275626291328,2033.384374242983,705.2803344234782,5664.184577189904
Coriander,Chittoor,5.0,80.0,4.0,8,1112,55.82562312606068,80.51244940272618,1859.238335034548,125.31226636733348,25467.20021825016
Coriander,Chittoor,5.0,80.0,4.0,8,580,41.45657520230637,73.46679203035073,1138.0009561241718,342.4252380123025,17085.499566129252
Coriander,Chittoor,5.0,80.0,4.0,8,860,49.291253777097026,72.88838897052838,1173.3593375634237,413.041778353385,18707.13515043416
Coriander,Chittoor,5.0,80.0,4.0,8,1319,56.96007988137235,70.58822738163374,2029.807104865608,502.2111676224366,15443.508280356735
Coriander,Chittoor,5.0,80.0,4.0,8,1439,56.4341989858823,71.33616822971737,2347.309472216616,181.45647851983327,18915.16779114223
Coriander,Chittoor,5.0,80.0,4.0,8,693,51.070801266543256,78.78886090254477,1471.4586236307375,604.9954471301122,17132.161256988198
Coriander,Chittoor,5.0,80.0,4.0,8,1190,54.96073047136947,72.87486622556865,478.0224227127548,382.08612513561303,20457.712999648662
Coriander,Chittoor,5.0,80.0,4.0,8,677,39.69098759203275,71.57783095194098,2406.1103533680916,501.1290002515945,18680.153601038186
Coriander,Chittoor,5.0,80.0,4.0,8,365,55.739533527224665,70.12039476386957,2196.43186099977,745.930033359376,2306.6524570162474
Coriander,Chittoor,5.0,80.0,4.0,8,1905,39.34075259082071,82.3721860366833,2124.531291310824,322.27201351371593,79528.07740954368
Coriander,Chittoor,5.0,80.0,4.0,8,582,45.56791266653551,70.34198387459598,1108.5757290413692,147.7206165698455,13162.21309747998
Coriander,Chittoor,5.0,80.0,4.0,8,1093,48.14658131632202,71.72082173384608,475.9238675904643,643.7065413301849,24647.014367433156
Coriander,Chittoor,4.0,80.0,5.0,8,227,46.379949079923165,72.98905812936415,1413.512098248537,407.6581820430371,4219.097473931533
Coriander,Chittoor,4.0,80.0,5.0,8,1951,56.434767301230366,68.00532009792784,338.9131811491659,521.7872146900054,21713.44811051758
Coriander,Chittoor,4.0,80.0,5.0,8,762,39.64859647508756,68.98159403377069,2017.6754893505677,421.8602966385241,19912.20835372746
Coriander,Chittoor,4.0,80.0,5.0,8,741,47.63043808845275,80.0680567095018,1662.895053096693,308.1485337657872,22065.231811334874
Coriander,Chittoor,4.0,80.0,5.0,8,1082,41.74032250118221,70.27598989899514,567.0468667293435,312.2926032973169,29996.25265440691
Coriander,Chittoor,4.0,80.0,5.0,8,982,40.266393308429954,79.06588888910912,1659.7136834318092,543.2327382094248,35898.15823858571
Coriander,Chittoor,4.0,80.0,5.0,8,1675,55.53528646814445,77.84351101169618,973.7579657305457,536.7270854041469,35855.79105931446
Coriander,Chittoor,4.0,80.0,5.0,8,223,56.35238124598563,79.58907951482658,2042.605994273195,383.35890035963985,2755.8188193186943
Coriander,Chittoor,4.0,80.0,5.0,8,867,40.670940283698364,73.88414961403663,1211.0854555636395,679.276526896812,26905.49050694282
Coriander,Chittoor,4.0,80.0,5.0,8,1864,45.289890248055144,83.42115640771763,846.8765669728725,193.6626153956421,70036.14093924235
Coriander,Chittoor,4.0,80.0,5.0,8,504,36.46061464375336,72.15701133992054,1972.637610868697,195.97679401029933,15822.369529989264
Coriander,Chittoor,4.0,80.0,5.0,8,1546,50.854756632185314,73.17600631858357,2135.4674051004886,540.5091642075154,31832.675445863715
Coriander,Chittoor,4.0,80.0,5.0,8,1816,55.23689068519175,83.35322630913653,1373.2788966379974,176.81533907425245,49509.17125737146
Coriander,Chittoor,4.0,80.0,5.0,8,799,51.506162963100195,75.9893413596579,885.2424116118376,204.46644456512328,18472.35068267265
Coriander,Chittoor,4.0,80.0,5.0,8,609,39.60116795265562,73.19481483024096,1922.1855702531593,433.21269055813656,18103.132687638175
Coriander,Chittoor,4.0,80.0,5.0,8,1868,50.737951468433664,81.75304370635115,1163.266187362644,769.3555334542638,56003.57057961295
Coriander,Chittoor,4.0,80.0,5.0,8,724,58.92803247609428,80.59045418008472,993.895170645628,581.6942942605795,14108.003848782864
Coriander,Chittoor,4.0,80.0,5.0,8,671,37.834004626513234,72.46988342295546,2346.701546643212,277.14090296054917,20616.832222808975
Coriander,Chittoor,4.0,80.0,5.0,8,331,47.07545915099362,78.1952236289325,1750.578628852722,726.5824184945754,7823.48099485047
Coriander,Chittoor,4.0,80.0,5.0,8,299,41.44715266476874,82.23025465806151,1291.3632448054673,717.7216083192699,10185.062642869801
Coriander,Chittoor,4.0,80.0,5.0,8,680,53.69841044931565,76.19555073300279,1796.5011142583774,129.171030421669,13372.383248227205
Coriander,Chittoor,4.0,80.0,5.0,8,1628,53.908974179564126,78.54456854725889,2064.6872278806923,173.75727376696418,37868.30312895941
Coriander,Chittoor,4.0,80.0,5.0,8,1140,58.956033559187524,79.8001337513441,1077.1530987045412,307.57490690135864,22377.546213452617
Coriander,Chittoor,4.0,80.0,5.0,8,1774,59.29799898409608,83.07704623477109,2024.4538888888824,348.38895217982326,39811.18698162875
Coriander,Chittoor,4.0,80.0,5.0,8,541,38.36149559312153,78.56484351522141,1981.619856887819,285.5324998275028,19482.858869140713
Coriander,Chittoor,6.0,80.0,4.0,9,1673,37.98282392302245,76.2345213851762,2277.581812813718,647.7394471947565,61069.76859417473
Coriander,Chittoor,6.0,80.0,4.0,9,459,50.99192565250233,74.11103423444634,752.5119768302212,184.97049271158448,9674.188369570493
Coriander,Chittoor,6.0,80.0,4.0,9,1505,42.257119198077994,69.10806890057376,2411.618339767044,434.7787062031466,37564.28225628594
Coriander,Chittoor,6.0,80.0,4.0,9,866,59.24373066226521,80.7794270664732,944.2084807421224,785.9792305511954,16919.725374750815
